invoice_id,customer_id,invoice_amount,payment_status,decline_reason,retry_count,days_past_due
INV-00530,CUST-00530,59.58,paid,none,0,0
INV-00531,CUST-00531,159.35,paid,none,0,0
INV-00532,CUST-00532,88.96,paid,none,0,0
INV-00533,CUST-00533,72.36,paid,none,0,0
INV-00534,CUST-00534,115.75,paid,none,0,0
INV-00535,CUST-00535,53.14,paid,none,0,0
INV-00536,CUST-00536,50.9,paid,none,0,0
INV-00537,CUST-00537,57.05,paid,none,0,0
INV-00538,CUST-00538,98.79,paid,none,0,0
INV-00539,CUST-00539,38.71,paid,none,0,0
INV-00540,CUST-00540,59.08,paid,none,0,0
INV-00541,CUST-00541,69.49,paid,none,0,0
INV-00542,CUST-00542,46.06,paid,none,0,0
INV-00543,CUST-00543,125.55,paid,none,0,0
INV-00544,CUST-00544,53.79,paid,none,0,0
INV-00545,CUST-00545,44.86,paid,none,0,0
INV-00546,CUST-00546,34.14,paid,none,0,0
INV-00547,CUST-00547,187.31,paid,none,0,0
INV-00548,CUST-00548,67.05,paid,none,0,0
INV-00549,CUST-00549,77.04,paid,none,0,0
INV-00550,CUST-00550,49.53,paid,none,0,0
INV-00551,CUST-00551,85.46,paid,none,0,0
INV-00552,CUST-00552,46.68,paid,none,0,0
INV-00553,CUST-00553,137.05,paid,none,0,0
INV-00554,CUST-00554,58.55,paid,none,0,0
INV-00555,CUST-00555,151.77,paid,none,0,0
INV-00556,CUST-00556,61.03,paid,none,0,0
INV-00557,CUST-00557,96.15,recovered,gateway_issue,1,0
INV-00558,CUST-00558,89.68,paid,none,0,0
INV-00559,CUST-00559,47.4,paid,none,0,0
INV-00560,CUST-00560,63.55,paid,none,0,0
INV-00561,CUST-00561,44.4,paid,none,0,0
INV-00562,CUST-00562,55.75,paid,none,0,0
INV-00563,CUST-00563,92.59,paid,none,0,0
INV-00564,CUST-00564,25.21,paid,none,0,0
INV-00565,CUST-00565,117.93,recovered,insufficient_funds,1,0
INV-00566,CUST-00566,43.35,paid,none,0,0
INV-00567,CUST-00567,70.19,paid,none,0,0
INV-00568,CUST-00568,42.81,paid,none,0,0
INV-00569,CUST-00569,69.82,paid,none,0,0
INV-00570,CUST-00570,91.95,paid,none,0,0
INV-00571,CUST-00571,29.22,paid,none,0,0
INV-00572,CUST-00572,54.43,paid,none,0,0
INV-00573,CUST-00573,66.28,paid,none,0,0
INV-00574,CUST-00574,66.34,paid,none,0,0
INV-00575,CUST-00575,85.2,paid,none,0,0
INV-00576,CUST-00576,169.17,paid,none,0,0
INV-00577,CUST-00577,78.55,paid,none,0,0
INV-00578,CUST-00578,58.44,paid,none,0,0
INV-00579,CUST-00579,70.63,paid,none,0,0
INV-00580,CUST-00580,90.66,paid,none,0,0
INV-00581,CUST-00581,84.62,paid,none,0,0
INV-00582,CUST-00582,33.35,paid,none,0,0
INV-00583,CUST-00583,85.71,paid,none,0,0
INV-00584,CUST-00584,91.29,paid,none,0,0
INV-00585,CUST-00585,62.68,paid,none,0,0
INV-00586,CUST-00586,53.58,paid,none,0,0
INV-00587,CUST-00587,49.3,paid,none,0,0
INV-00588,CUST-00588,22.51,paid,none,0,0
INV-00589,CUST-00589,55.38,paid,none,0,0
INV-00590,CUST-00590,68.49,paid,none,0,0
INV-00591,CUST-00591,108.31,paid,none,0,0
INV-00592,CUST-00592,170.89,paid,none,0,0
INV-00593,CUST-00593,53.65,paid,none,0,0
INV-00594,CUST-00594,63.39,paid,none,0,0
INV-00595,CUST-00595,40.23,paid,none,0,0
INV-00596,CUST-00596,166.41,paid,none,0,0
INV-00597,CUST-00597,72.78,paid,none,0,0
INV-00598,CUST-00598,71.3,paid,none,0,0
INV-00599,CUST-00599,36.93,paid,none,0,0
INV-00600,CUST-00600,144.01,paid,none,0,0
INV-00601,CUST-00601,49.28,paid,none,0,0
INV-00602,CUST-00602,55.04,failed,insufficient_funds,1,13
INV-00603,CUST-00603,36.32,paid,none,0,0
INV-00604,CUST-00604,48.45,paid,none,0,0
INV-00605,CUST-00605,54.13,paid,none,0,0
INV-00606,CUST-00606,31.85,paid,none,0,0
INV-00607,CUST-00607,43.35,paid,none,0,0
INV-00608,CUST-00608,47.12,paid,none,0,0
INV-00609,CUST-00609,55.38,paid,none,0,0
INV-00610,CUST-00610,60.15,paid,none,0,0
INV-00611,CUST-00611,69.93,paid,none,0,0
INV-00612,CUST-00612,63.56,paid,none,0,0
INV-00613,CUST-00613,147.44,paid,none,0,0
INV-00614,CUST-00614,61.95,recovered,authentication_required,3,0
INV-00615,CUST-00615,155.0,failed,expired_card,1,9
INV-00616,CUST-00616,67.22,paid,none,0,0
INV-00617,CUST-00617,37.05,paid,none,0,0
INV-00618,CUST-00618,38.82,paid,none,0,0
INV-00619,CUST-00619,86.21,paid,none,0,0
INV-00620,CUST-00620,63.37,paid,none,0,0
INV-00621,CUST-00621,127.24,paid,none,0,0
INV-00622,CUST-00622,63.38,paid,none,0,0
INV-00623,CUST-00623,54.81,failed,gateway_issue,2,16
INV-00624,CUST-00624,186.94,paid,none,0,0
INV-00625,CUST-00625,18.91,paid,none,0,0
INV-00626,CUST-00626,80.06,paid,none,0,0
INV-00627,CUST-00627,127.69,paid,none,0,0
INV-00628,CUST-00628,61.63,paid,none,0,0
INV-00629,CUST-00629,60.28,paid,none,0,0
INV-00630,CUST-00630,75.93,paid,none,0,0
INV-00631,CUST-00631,31.04,paid,none,0,0
INV-00632,CUST-00632,166.83,paid,none,0,0
INV-00633,CUST-00633,65.2,paid,none,0,0
INV-00634,CUST-00634,23.54,paid,none,0,0
INV-00635,CUST-00635,36.76,paid,none,0,0
INV-00636,CUST-00636,61.69,paid,none,0,0
INV-00637,CUST-00637,58.8,failed,expired_card,1,2
INV-00638,CUST-00638,77.28,paid,none,0,0
INV-00639,CUST-00639,54.67,failed,expired_card,2,9
INV-00640,CUST-00640,31.48,paid,none,0,0
INV-00641,CUST-00641,35.42,paid,none,0,0
INV-00642,CUST-00642,138.55,paid,none,0,0
INV-00643,CUST-00643,33.99,paid,none,0,0
INV-00644,CUST-00644,78.85,paid,none,0,0
INV-00645,CUST-00645,146.23,paid,none,0,0
INV-00646,CUST-00646,59.99,paid,none,0,0
INV-00647,CUST-00647,79.83,paid,none,0,0
INV-00648,CUST-00648,58.23,paid,none,0,0
INV-00649,CUST-00649,66.21,paid,none,0,0
INV-00650,CUST-00650,77.34,paid,none,0,0
INV-00651,CUST-00651,137.0,paid,none,0,0
INV-00652,CUST-00652,36.05,paid,none,0,0
INV-00653,CUST-00653,203.24,paid,none,0,0
INV-00654,CUST-00654,78.55,paid,none,0,0
INV-00655,CUST-00655,68.97,paid,none,0,0
INV-00656,CUST-00656,103.44,paid,none,0,0
INV-00657,CUST-00657,46.37,paid,none,0,0
INV-00658,CUST-00658,25.4,paid,none,0,0
INV-00659,CUST-00659,63.74,paid,none,0,0
INV-00660,CUST-00660,88.66,paid,none,0,0
INV-00661,CUST-00661,61.36,paid,none,0,0
INV-00662,CUST-00662,36.26,paid,none,0,0
INV-00663,CUST-00663,36.03,paid,none,0,0
INV-00664,CUST-00664,122.01,paid,none,0,0
INV-00665,CUST-00665,42.63,paid,none,0,0
INV-00666,CUST-00666,55.59,paid,none,0,0
INV-00667,CUST-00667,48.98,paid,none,0,0
INV-00668,CUST-00668,56.09,paid,none,0,0
INV-00669,CUST-00669,39.88,paid,none,0,0
INV-00670,CUST-00670,121.03,paid,none,0,0
INV-00671,CUST-00671,77.26,paid,none,0,0
INV-00672,CUST-00672,143.65,paid,none,0,0
INV-00673,CUST-00673,85.88,paid,none,0,0
INV-00674,CUST-00674,42.0,paid,none,0,0
INV-00675,CUST-00675,37.77,paid,none,0,0
INV-00676,CUST-00676,114.23,paid,none,0,0
INV-00677,CUST-00677,101.75,paid,none,0,0
INV-00678,CUST-00678,130.75,recovered,insufficient_funds,1,0
INV-00679,CUST-00679,48.59,paid,none,0,0
INV-00680,CUST-00680,36.49,paid,none,0,0
INV-00681,CUST-00681,33.63,paid,none,0,0
INV-00682,CUST-00682,61.63,paid,none,0,0
INV-00683,CUST-00683,95.36,paid,none,0,0
INV-00684,CUST-00684,124.07,paid,none,0,0
INV-00685,CUST-00685,44.44,paid,none,0,0
INV-00686,CUST-00686,30.77,recovered,gateway_issue,1,0
INV-00687,CUST-00687,38.9,paid,none,0,0
INV-00688,CUST-00688,107.07,paid,none,0,0
INV-00689,CUST-00689,79.02,paid,none,0,0
INV-00690,CUST-00690,136.77,paid,none,0,0
INV-00691,CUST-00691,29.47,paid,none,0,0
INV-00692,CUST-00692,73.74,recovered,insufficient_funds,2,0
INV-00693,CUST-00693,41.94,paid,none,0,0
INV-00694,CUST-00694,48.65,paid,none,0,0
INV-00695,CUST-00695,124.89,paid,none,0,0
INV-00696,CUST-00696,39.35,paid,none,0,0
INV-00697,CUST-00697,126.16,paid,none,0,0
INV-00698,CUST-00698,76.26,paid,none,0,0
INV-00699,CUST-00699,46.06,paid,none,0,0
INV-00700,CUST-00700,35.54,paid,none,0,0
INV-00701,CUST-00701,42.1,paid,none,0,0
INV-00702,CUST-00702,26.96,paid,none,0,0
INV-00703,CUST-00703,92.08,paid,none,0,0
INV-00704,CUST-00704,66.99,paid,none,0,0
INV-00705,CUST-00705,39.9,paid,none,0,0
INV-00706,CUST-00706,36.49,paid,none,0,0
INV-00707,CUST-00707,151.76,paid,none,0,0
INV-00708,CUST-00708,49.06,paid,none,0,0
INV-00709,CUST-00709,52.8,paid,none,0,0
INV-00710,CUST-00710,43.78,paid,none,0,0
INV-00711,CUST-00711,80.09,paid,none,0,0
INV-00712,CUST-00712,93.37,paid,none,0,0
INV-00713,CUST-00713,44.1,paid,none,0,0
INV-00714,CUST-00714,39.12,paid,none,0,0
INV-00715,CUST-00715,115.69,paid,none,0,0
INV-00716,CUST-00716,42.67,paid,none,0,0
INV-00717,CUST-00717,81.19,paid,none,0,0
INV-00718,CUST-00718,75.5,paid,none,0,0
INV-00719,CUST-00719,49.73,paid,none,0,0
INV-00720,CUST-00720,74.73,paid,none,0,0
INV-00721,CUST-00721,54.4,paid,none,0,0
INV-00722,CUST-00722,64.42,paid,none,0,0
INV-00723,CUST-00723,60.83,paid,none,0,0
INV-00724,CUST-00724,59.91,paid,none,0,0
INV-00725,CUST-00725,44.39,recovered,insufficient_funds,1,0
INV-00726,CUST-00726,73.49,paid,none,0,0
INV-00727,CUST-00727,35.03,paid,none,0,0
INV-00728,CUST-00728,61.84,paid,none,0,0
INV-00729,CUST-00729,59.42,paid,none,0,0
INV-00730,CUST-00730,27.76,paid,none,0,0
INV-00731,CUST-00731,68.9,paid,none,0,0
INV-00732,CUST-00732,40.56,paid,none,0,0
INV-00733,CUST-00733,41.86,paid,none,0,0
INV-00734,CUST-00734,82.64,paid,none,0,0
INV-00735,CUST-00735,77.76,paid,none,0,0
INV-00736,CUST-00736,38.78,paid,none,0,0
INV-00737,CUST-00737,114.3,paid,none,0,0
INV-00738,CUST-00738,98.62,paid,none,0,0
INV-00739,CUST-00739,31.05,paid,none,0,0
INV-00740,CUST-00740,29.73,paid,none,0,0
INV-00741,CUST-00741,79.27,paid,none,0,0
INV-00742,CUST-00742,143.13,paid,none,0,0
INV-00743,CUST-00743,42.21,paid,none,0,0
INV-00744,CUST-00744,50.06,paid,none,0,0
INV-00745,CUST-00745,74.5,paid,none,0,0
INV-00746,CUST-00746,47.42,paid,none,0,0
INV-00747,CUST-00747,74.06,paid,none,0,0
INV-00748,CUST-00748,65.31,paid,none,0,0
INV-00749,CUST-00749,103.05,paid,none,0,0
INV-00750,CUST-00750,117.05,paid,none,0,0
INV-00751,CUST-00751,62.06,paid,none,0,0
INV-00752,CUST-00752,33.08,failed,gateway_issue,1,16
INV-00753,CUST-00753,26.3,paid,none,0,0
INV-00754,CUST-00754,41.1,paid,none,0,0
INV-00755,CUST-00755,54.06,paid,none,0,0
INV-00756,CUST-00756,85.8,paid,none,0,0
INV-00757,CUST-00757,46.38,paid,none,0,0
INV-00758,CUST-00758,52.78,paid,none,0,0
INV-00759,CUST-00759,91.13,paid,none,0,0
INV-00760,CUST-00760,57.91,paid,none,0,0
INV-00761,CUST-00761,41.4,paid,none,0,0
INV-00762,CUST-00762,44.76,paid,none,0,0
INV-00763,CUST-00763,49.02,paid,none,0,0
INV-00764,CUST-00764,133.49,paid,none,0,0
INV-00765,CUST-00765,70.07,paid,none,0,0
INV-00766,CUST-00766,132.54,paid,none,0,0
INV-00767,CUST-00767,140.51,paid,none,0,0
INV-00768,CUST-00768,91.12,paid,none,0,0
INV-00769,CUST-00769,39.42,paid,none,0,0
INV-00770,CUST-00770,44.11,paid,none,0,0
INV-00771,CUST-00771,36.56,paid,none,0,0
INV-00772,CUST-00772,64.6,paid,none,0,0
INV-00773,CUST-00773,56.39,paid,none,0,0
INV-00774,CUST-00774,19.32,paid,none,0,0
INV-00775,CUST-00775,73.24,paid,none,0,0
INV-00776,CUST-00776,37.09,paid,none,0,0
INV-00777,CUST-00777,40.41,paid,none,0,0
INV-00778,CUST-00778,60.4,paid,none,0,0
INV-00779,CUST-00779,29.88,paid,none,0,0
INV-00780,CUST-00780,46.84,paid,none,0,0
INV-00781,CUST-00781,90.75,paid,none,0,0
INV-00782,CUST-00782,53.27,paid,none,0,0
INV-00783,CUST-00783,36.74,failed,expired_card,1,11
INV-00784,CUST-00784,38.2,paid,none,0,0
INV-00785,CUST-00785,149.24,paid,none,0,0
INV-00786,CUST-00786,99.87,paid,none,0,0
INV-00787,CUST-00787,53.89,paid,none,0,0
INV-00788,CUST-00788,46.38,paid,none,0,0
INV-00789,CUST-00789,50.53,paid,none,0,0
INV-00790,CUST-00790,29.25,paid,none,0,0
INV-00791,CUST-00791,63.91,paid,none,0,0
INV-00792,CUST-00792,72.76,paid,none,0,0
INV-00793,CUST-00793,33.1,paid,none,0,0
INV-00794,CUST-00794,109.09,paid,none,0,0
INV-00795,CUST-00795,53.29,paid,none,0,0
INV-00796,CUST-00796,43.26,paid,none,0,0
INV-00797,CUST-00797,45.33,recovered,gateway_issue,2,0
INV-00798,CUST-00798,37.22,paid,none,0,0
INV-00799,CUST-00799,37.44,paid,none,0,0
INV-00800,CUST-00800,47.93,paid,none,0,0
INV-00801,CUST-00801,135.29,paid,none,0,0
INV-00802,CUST-00802,40.73,paid,none,0,0
INV-00803,CUST-00803,73.29,paid,none,0,0
INV-00804,CUST-00804,60.22,paid,none,0,0
INV-00805,CUST-00805,66.16,failed,soft_decline,2,2
INV-00806,CUST-00806,50.91,paid,none,0,0
INV-00807,CUST-00807,63.72,paid,none,0,0
INV-00808,CUST-00808,46.62,paid,none,0,0
INV-00809,CUST-00809,47.12,paid,none,0,0
INV-00810,CUST-00810,50.28,paid,none,0,0
INV-00811,CUST-00811,26.58,paid,none,0,0
INV-00812,CUST-00812,53.53,paid,none,0,0
INV-00813,CUST-00813,36.48,paid,none,0,0
INV-00814,CUST-00814,90.16,paid,none,0,0
INV-00815,CUST-00815,51.7,paid,none,0,0
INV-00816,CUST-00816,49.98,paid,none,0,0
INV-00817,CUST-00817,73.06,paid,none,0,0
INV-00818,CUST-00818,128.94,paid,none,0,0
INV-00819,CUST-00819,40.24,paid,none,0,0
INV-00820,CUST-00820,98.47,paid,none,0,0
INV-00821,CUST-00821,42.9,paid,none,0,0
INV-00822,CUST-00822,56.34,paid,none,0,0
INV-00823,CUST-00823,65.63,paid,none,0,0
INV-00824,CUST-00824,118.72,paid,none,0,0
INV-00825,CUST-00825,52.48,paid,none,0,0
INV-00826,CUST-00826,44.73,paid,none,0,0
INV-00827,CUST-00827,59.56,failed,soft_decline,3,9
INV-00828,CUST-00828,63.35,paid,none,0,0
INV-00829,CUST-00829,32.75,paid,none,0,0
INV-00830,CUST-00830,36.16,paid,none,0,0
INV-00831,CUST-00831,45.95,paid,none,0,0
INV-00832,CUST-00832,148.29,paid,none,0,0
INV-00833,CUST-00833,53.93,paid,none,0,0
INV-00834,CUST-00834,119.55,paid,none,0,0
INV-00835,CUST-00835,107.45,recovered,soft_decline,3,0
INV-00836,CUST-00836,69.45,paid,none,0,0
INV-00837,CUST-00837,52.82,paid,none,0,0
INV-00838,CUST-00838,184.57,paid,none,0,0
INV-00839,CUST-00839,104.32,paid,none,0,0
INV-00840,CUST-00840,45.45,paid,none,0,0
INV-00841,CUST-00841,71.05,paid,none,0,0
INV-00842,CUST-00842,93.33,paid,none,0,0
INV-00843,CUST-00843,109.9,paid,none,0,0
INV-00844,CUST-00844,29.3,paid,none,0,0
INV-00845,CUST-00845,53.63,paid,none,0,0
INV-00846,CUST-00846,45.7,paid,none,0,0
INV-00847,CUST-00847,38.37,paid,none,0,0
INV-00848,CUST-00848,37.67,paid,none,0,0
INV-00849,CUST-00849,46.06,paid,none,0,0
INV-00850,CUST-00850,67.92,paid,none,0,0
INV-00851,CUST-00851,31.37,paid,none,0,0
INV-00852,CUST-00852,61.53,paid,none,0,0
INV-00853,CUST-00853,46.77,paid,none,0,0
INV-00854,CUST-00854,141.27,paid,none,0,0
INV-00855,CUST-00855,50.06,paid,none,0,0
INV-00856,CUST-00856,48.86,paid,none,0,0
INV-00857,CUST-00857,46.6,paid,none,0,0
INV-00858,CUST-00858,41.66,paid,none,0,0
INV-00859,CUST-00859,84.72,paid,none,0,0
INV-00860,CUST-00860,57.81,paid,none,0,0
INV-00861,CUST-00861,70.56,paid,none,0,0
INV-00862,CUST-00862,147.77,paid,none,0,0
INV-00863,CUST-00863,85.17,paid,none,0,0
INV-00864,CUST-00864,21.2,paid,none,0,0
INV-00865,CUST-00865,44.31,paid,none,0,0
INV-00866,CUST-00866,27.46,paid,none,0,0
INV-00867,CUST-00867,69.36,paid,none,0,0
INV-00868,CUST-00868,32.9,paid,none,0,0
INV-00869,CUST-00869,72.38,paid,none,0,0
INV-00870,CUST-00870,76.54,paid,none,0,0
INV-00871,CUST-00871,61.59,paid,none,0,0
INV-00872,CUST-00872,110.36,paid,none,0,0
INV-00873,CUST-00873,80.17,paid,none,0,0
INV-00874,CUST-00874,97.38,paid,none,0,0
INV-00875,CUST-00875,49.22,paid,none,0,0
INV-00876,CUST-00876,140.09,paid,none,0,0
INV-00877,CUST-00877,56.3,paid,none,0,0
INV-00878,CUST-00878,52.02,paid,none,0,0
INV-00879,CUST-00879,67.17,paid,none,0,0
INV-00880,CUST-00880,118.72,paid,none,0,0
INV-00881,CUST-00881,84.12,paid,none,0,0
INV-00882,CUST-00882,107.75,paid,none,0,0
INV-00883,CUST-00883,47.71,paid,none,0,0
INV-00884,CUST-00884,38.36,paid,none,0,0
INV-00885,CUST-00885,50.64,paid,none,0,0
INV-00886,CUST-00886,188.0,paid,none,0,0
INV-00887,CUST-00887,68.31,paid,none,0,0
INV-00888,CUST-00888,35.99,paid,none,0,0
INV-00889,CUST-00889,45.49,paid,none,0,0
INV-00890,CUST-00890,72.28,paid,none,0,0
INV-00891,CUST-00891,37.97,paid,none,0,0
INV-00892,CUST-00892,34.74,paid,none,0,0
INV-00893,CUST-00893,173.86,paid,none,0,0
INV-00894,CUST-00894,67.58,paid,none,0,0
INV-00895,CUST-00895,49.52,paid,none,0,0
INV-00896,CUST-00896,79.57,paid,none,0,0
INV-00897,CUST-00897,112.96,paid,none,0,0
INV-00898,CUST-00898,73.9,paid,none,0,0
INV-00899,CUST-00899,40.58,paid,none,0,0
INV-00900,CUST-00900,118.04,paid,none,0,0
INV-00901,CUST-00901,80.24,paid,none,0,0
INV-00902,CUST-00902,68.34,paid,none,0,0
INV-00903,CUST-00903,55.92,paid,none,0,0
INV-00904,CUST-00904,77.33,paid,none,0,0
INV-00905,CUST-00905,59.38,paid,none,0,0
INV-00906,CUST-00906,53.2,paid,none,0,0
INV-00907,CUST-00907,83.99,paid,none,0,0
INV-00908,CUST-00908,82.02,paid,none,0,0
INV-00909,CUST-00909,71.88,paid,none,0,0
INV-00910,CUST-00910,61.32,paid,none,0,0
INV-00911,CUST-00911,36.91,paid,none,0,0
INV-00912,CUST-00912,40.61,paid,none,0,0
INV-00913,CUST-00913,37.98,recovered,insufficient_funds,3,0
INV-00914,CUST-00914,49.64,paid,none,0,0
INV-00915,CUST-00915,67.2,paid,none,0,0
INV-00916,CUST-00916,49.87,paid,none,0,0
INV-00917,CUST-00917,163.63,paid,none,0,0
INV-00918,CUST-00918,119.18,paid,none,0,0
INV-00919,CUST-00919,36.37,paid,none,0,0
INV-00920,CUST-00920,119.97,paid,none,0,0
INV-00921,CUST-00921,53.8,paid,none,0,0
INV-00922,CUST-00922,127.25,paid,none,0,0
INV-00923,CUST-00923,32.32,paid,none,0,0
INV-00924,CUST-00924,72.34,paid,none,0,0
INV-00925,CUST-00925,64.55,paid,none,0,0
INV-00926,CUST-00926,74.38,paid,none,0,0
INV-00927,CUST-00927,97.22,paid,none,0,0
INV-00928,CUST-00928,174.47,paid,none,0,0
INV-00929,CUST-00929,51.55,paid,none,0,0
INV-00930,CUST-00930,73.66,paid,none,0,0
INV-00931,CUST-00931,18.73,paid,none,0,0
INV-00932,CUST-00932,117.01,paid,none,0,0
INV-00933,CUST-00933,46.47,paid,none,0,0
INV-00934,CUST-00934,50.65,paid,none,0,0
INV-00935,CUST-00935,47.98,paid,none,0,0
INV-00936,CUST-00936,73.09,paid,none,0,0
INV-00937,CUST-00937,74.36,paid,none,0,0
INV-00938,CUST-00938,40.56,paid,none,0,0
INV-00939,CUST-00939,43.51,paid,none,0,0
INV-00940,CUST-00940,48.16,paid,none,0,0
INV-00941,CUST-00941,58.93,paid,none,0,0
INV-00942,CUST-00942,23.0,paid,none,0,0
INV-00943,CUST-00943,29.85,paid,none,0,0
INV-00944,CUST-00944,34.51,paid,none,0,0
INV-00945,CUST-00945,103.95,paid,none,0,0
INV-00946,CUST-00946,41.19,paid,none,0,0
INV-00947,CUST-00947,51.55,paid,none,0,0
INV-00948,CUST-00948,47.37,paid,none,0,0
INV-00949,CUST-00949,46.89,paid,none,0,0
INV-00950,CUST-00950,64.71,paid,none,0,0
INV-00951,CUST-00951,49.77,paid,none,0,0
INV-00952,CUST-00952,124.57,paid,none,0,0
INV-00953,CUST-00953,109.87,paid,none,0,0
INV-00954,CUST-00954,30.66,paid,none,0,0
INV-00955,CUST-00955,55.64,paid,none,0,0
INV-00956,CUST-00956,124.84,paid,none,0,0
INV-00957,CUST-00957,67.63,paid,none,0,0
INV-00958,CUST-00958,110.25,paid,none,0,0
INV-00959,CUST-00959,105.52,paid,none,0,0
INV-00960,CUST-00960,60.86,paid,none,0,0
INV-00961,CUST-00961,57.19,paid,none,0,0
INV-00962,CUST-00962,55.65,paid,none,0,0
INV-00963,CUST-00963,71.93,paid,none,0,0
INV-00964,CUST-00964,49.84,paid,none,0,0
INV-00965,CUST-00965,119.92,paid,none,0,0
INV-00966,CUST-00966,56.68,paid,none,0,0
INV-00967,CUST-00967,38.44,paid,none,0,0
INV-00968,CUST-00968,63.8,paid,none,0,0
INV-00969,CUST-00969,127.68,paid,none,0,0
INV-00970,CUST-00970,56.78,paid,none,0,0
INV-00971,CUST-00971,79.92,paid,none,0,0
INV-00972,CUST-00972,48.08,paid,none,0,0
INV-00973,CUST-00973,58.95,paid,none,0,0
INV-00974,CUST-00974,54.01,paid,none,0,0
INV-00975,CUST-00975,72.81,paid,none,0,0
INV-00976,CUST-00976,129.73,paid,none,0,0
INV-00977,CUST-00977,31.53,paid,none,0,0
INV-00978,CUST-00978,73.1,paid,none,0,0
INV-00979,CUST-00979,40.59,paid,none,0,0
INV-00980,CUST-00980,44.24,paid,none,0,0
INV-00981,CUST-00981,33.34,paid,none,0,0
INV-00982,CUST-00982,70.82,paid,none,0,0
INV-00983,CUST-00983,55.26,paid,none,0,0
INV-00984,CUST-00984,67.7,paid,none,0,0
INV-00985,CUST-00985,183.48,recovered,expired_card,3,0
INV-00986,CUST-00986,133.23,paid,none,0,0
INV-00987,CUST-00987,34.71,paid,none,0,0
INV-00988,CUST-00988,104.77,paid,none,0,0
INV-00989,CUST-00989,42.17,paid,none,0,0
INV-00990,CUST-00990,54.48,paid,none,0,0
INV-00991,CUST-00991,155.48,paid,none,0,0
INV-00992,CUST-00992,43.93,paid,none,0,0
INV-00993,CUST-00993,156.04,paid,none,0,0
INV-00994,CUST-00994,56.83,paid,none,0,0
INV-00995,CUST-00995,96.52,paid,none,0,0
INV-00996,CUST-00996,55.13,paid,none,0,0
INV-00997,CUST-00997,57.71,paid,none,0,0
INV-00998,CUST-00998,60.77,paid,none,0,0
INV-00999,CUST-00999,132.73,paid,none,0,0
INV-01000,CUST-01000,63.39,paid,none,0,0
INV-01001,CUST-01001,66.94,paid,none,0,0
INV-01002,CUST-01002,57.15,paid,none,0,0
INV-01003,CUST-01003,35.01,paid,none,0,0
INV-01004,CUST-01004,58.74,paid,none,0,0
INV-01005,CUST-01005,112.77,paid,none,0,0
INV-01006,CUST-01006,45.63,recovered,gateway_issue,1,0
INV-01007,CUST-01007,124.71,paid,none,0,0
INV-01008,CUST-01008,42.61,paid,none,0,0
INV-01009,CUST-01009,36.28,paid,none,0,0
INV-01010,CUST-01010,52.94,paid,none,0,0
INV-01011,CUST-01011,23.52,paid,none,0,0
INV-01012,CUST-01012,113.22,paid,none,0,0
INV-01013,CUST-01013,64.49,paid,none,0,0
INV-01014,CUST-01014,39.64,paid,none,0,0
INV-01015,CUST-01015,61.38,recovered,expired_card,2,0
INV-01016,CUST-01016,55.9,paid,none,0,0
INV-01017,CUST-01017,52.88,paid,none,0,0
INV-01018,CUST-01018,68.82,paid,none,0,0
INV-01019,CUST-01019,43.29,paid,none,0,0
INV-01020,CUST-01020,51.74,paid,none,0,0
INV-01021,CUST-01021,51.72,paid,none,0,0
INV-01022,CUST-01022,95.81,paid,none,0,0
INV-01023,CUST-01023,48.18,paid,none,0,0
INV-01024,CUST-01024,38.06,paid,none,0,0
INV-01025,CUST-01025,87.11,paid,none,0,0
INV-01026,CUST-01026,123.97,paid,none,0,0
INV-01027,CUST-01027,56.94,paid,none,0,0
INV-01028,CUST-01028,69.09,paid,none,0,0
INV-01029,CUST-01029,68.65,paid,none,0,0
INV-01030,CUST-01030,44.56,paid,none,0,0
INV-01031,CUST-01031,55.16,paid,none,0,0
INV-01032,CUST-01032,84.74,paid,none,0,0
INV-01033,CUST-01033,88.76,paid,none,0,0
INV-01034,CUST-01034,37.27,paid,none,0,0
INV-01035,CUST-01035,159.22,paid,none,0,0
INV-01036,CUST-01036,46.94,paid,none,0,0
INV-01037,CUST-01037,35.57,paid,none,0,0
INV-01038,CUST-01038,176.09,paid,none,0,0
INV-01039,CUST-01039,79.65,paid,none,0,0
INV-01040,CUST-01040,34.99,paid,none,0,0
INV-01041,CUST-01041,223.02,paid,none,0,0
INV-01042,CUST-01042,78.13,paid,none,0,0
INV-01043,CUST-01043,42.43,paid,none,0,0
INV-01044,CUST-01044,38.57,paid,none,0,0
INV-01045,CUST-01045,142.4,paid,none,0,0
INV-01046,CUST-01046,48.73,paid,none,0,0
INV-01047,CUST-01047,79.41,paid,none,0,0
INV-01048,CUST-01048,44.47,paid,none,0,0
INV-01049,CUST-01049,99.88,paid,none,0,0
INV-01050,CUST-01050,55.09,paid,none,0,0
INV-01051,CUST-01051,41.99,paid,none,0,0
INV-01052,CUST-01052,77.67,paid,none,0,0
INV-01053,CUST-01053,82.77,paid,none,0,0
INV-01054,CUST-01054,33.98,paid,none,0,0
INV-01055,CUST-01055,141.17,paid,none,0,0
INV-01056,CUST-01056,68.19,paid,none,0,0
INV-01057,CUST-01057,151.5,paid,none,0,0
INV-01058,CUST-01058,33.12,paid,none,0,0
INV-01059,CUST-01059,19.68,paid,none,0,0
INV-01060,CUST-01060,81.62,paid,none,0,0
INV-01061,CUST-01061,81.15,paid,none,0,0
