order_id,customer_id,brand,sku,promised_days,actual_days,late_flag,fulfillment_status
ORD-00323,CUST-02125,Northstar Apparel,NA-JACKET-03,3,3,0,on_time
ORD-00324,CUST-01584,Voltix Home,VH-FILTER-01,2,1,0,on_time
ORD-00325,CUST-01018,Northstar Apparel,NA-TEE-01,2,6,1,late
ORD-00326,CUST-00253,Voltix Home,VH-CLEAN-03,4,7,1,late
ORD-00327,CUST-01867,Northstar Apparel,NA-JACKET-03,3,2,0,on_time
ORD-00328,CUST-01264,VitalEdge Wellness,VW-PROTEIN-02,4,5,0,on_time
ORD-00329,CUST-01279,VitalEdge Wellness,VW-BUNDLE-03,2,2,0,on_time
ORD-00330,CUST-02027,VitalEdge Wellness,VW-PROTEIN-02,3,3,0,on_time
ORD-00331,CUST-01951,Voltix Home,VH-FILTER-01,5,8,1,late
ORD-00332,CUST-01977,Northstar Apparel,NA-JACKET-03,3,3,0,on_time
ORD-00333,CUST-01049,Voltix Home,VH-CLEAN-03,4,6,1,late
ORD-00334,CUST-00369,DermaCo Labs,DL-SERUM-01,2,4,1,late
ORD-00335,CUST-02090,Voltix Home,VH-FILTER-01,4,5,0,on_time
ORD-00336,CUST-00496,VitalEdge Wellness,VW-PROTEIN-02,3,4,0,on_time
ORD-00337,CUST-01138,Northstar Apparel,NA-TEE-01,4,6,1,late
ORD-00338,CUST-02272,DermaCo Labs,DL-CREAM-02,4,6,1,late
ORD-00339,CUST-00569,Northstar Apparel,NA-TEE-01,2,3,0,on_time
ORD-00340,CUST-00434,DermaCo Labs,DL-SERUM-01,4,3,0,on_time
ORD-00341,CUST-02078,Voltix Home,VH-FILTER-01,2,4,1,late
ORD-00342,CUST-01627,VitalEdge Wellness,VW-BUNDLE-03,4,7,1,late
ORD-00343,CUST-00882,Voltix Home,VH-BATTERY-02,2,1,0,on_time
ORD-00344,CUST-01464,DermaCo Labs,DL-CLEANSER-03,3,3,0,on_time
ORD-00345,CUST-00421,Northstar Apparel,NA-DENIM-02,4,5,0,on_time
ORD-00346,CUST-02176,Voltix Home,VH-BATTERY-02,2,4,1,late
ORD-00347,CUST-00862,Voltix Home,VH-FILTER-01,3,4,0,on_time
ORD-00348,CUST-01609,DermaCo Labs,DL-CLEANSER-03,4,4,0,on_time
ORD-00349,CUST-01913,DermaCo Labs,DL-CREAM-02,5,6,0,on_time
ORD-00350,CUST-01833,Voltix Home,VH-CLEAN-03,3,2,0,on_time
ORD-00351,CUST-00403,DermaCo Labs,DL-SERUM-01,4,3,0,on_time
ORD-00352,CUST-01492,VitalEdge Wellness,VW-CAPSULE-01,4,4,0,on_time
ORD-00353,CUST-00101,DermaCo Labs,DL-SERUM-01,2,4,1,late
ORD-00354,CUST-00446,Northstar Apparel,NA-JACKET-03,3,2,0,on_time
ORD-00355,CUST-02186,Northstar Apparel,NA-TEE-01,4,7,1,late
ORD-00356,CUST-00499,Northstar Apparel,NA-JACKET-03,3,6,1,late
ORD-00357,CUST-00262,Northstar Apparel,NA-TEE-01,5,4,0,on_time
ORD-00358,CUST-01223,VitalEdge Wellness,VW-CAPSULE-01,4,5,0,on_time
ORD-00359,CUST-00917,Voltix Home,VH-BATTERY-02,5,5,0,on_time
ORD-00360,CUST-00747,VitalEdge Wellness,VW-BUNDLE-03,4,4,0,on_time
ORD-00361,CUST-02333,DermaCo Labs,DL-SERUM-01,3,4,0,on_time
ORD-00362,CUST-00180,Northstar Apparel,NA-JACKET-03,4,5,0,on_time
ORD-00363,CUST-00480,Voltix Home,VH-CLEAN-03,5,8,1,late
ORD-00364,CUST-01738,DermaCo Labs,DL-CREAM-02,4,4,0,on_time
ORD-00365,CUST-01840,Voltix Home,VH-CLEAN-03,3,6,1,late
ORD-00366,CUST-00787,DermaCo Labs,DL-CREAM-02,3,1,0,on_time
ORD-00367,CUST-00651,Voltix Home,VH-BATTERY-02,3,3,0,on_time
ORD-00368,CUST-01821,Voltix Home,VH-FILTER-01,5,8,1,late
ORD-00369,CUST-00730,DermaCo Labs,DL-SERUM-01,3,3,0,on_time
ORD-00370,CUST-01818,Voltix Home,VH-BATTERY-02,3,4,0,on_time
ORD-00371,CUST-00760,VitalEdge Wellness,VW-PROTEIN-02,3,5,1,late
ORD-00372,CUST-00658,DermaCo Labs,DL-CREAM-02,2,6,1,late
ORD-00373,CUST-00292,Northstar Apparel,NA-TEE-01,4,1,0,on_time
ORD-00374,CUST-00142,VitalEdge Wellness,VW-PROTEIN-02,5,6,0,on_time
ORD-00375,CUST-02288,VitalEdge Wellness,VW-BUNDLE-03,4,3,0,on_time
ORD-00376,CUST-01106,DermaCo Labs,DL-SERUM-01,4,6,1,late
ORD-00377,CUST-01174,DermaCo Labs,DL-CLEANSER-03,2,1,0,on_time
ORD-00378,CUST-02187,VitalEdge Wellness,VW-CAPSULE-01,2,1,0,on_time
ORD-00379,CUST-00464,Voltix Home,VH-BATTERY-02,5,5,0,on_time
ORD-00380,CUST-01386,VitalEdge Wellness,VW-CAPSULE-01,5,6,0,on_time
ORD-00381,CUST-00818,Voltix Home,VH-CLEAN-03,4,5,0,on_time
ORD-00382,CUST-01413,DermaCo Labs,DL-CREAM-02,3,4,0,on_time
ORD-00383,CUST-01629,Northstar Apparel,NA-DENIM-02,4,4,0,on_time
ORD-00384,CUST-01282,DermaCo Labs,DL-SERUM-01,3,1,0,on_time
ORD-00385,CUST-01667,Northstar Apparel,NA-DENIM-02,4,6,1,late
ORD-00386,CUST-00573,VitalEdge Wellness,VW-PROTEIN-02,2,2,0,on_time
ORD-00387,CUST-00248,DermaCo Labs,DL-SERUM-01,3,4,0,on_time
ORD-00388,CUST-02313,Voltix Home,VH-BATTERY-02,2,4,1,late
ORD-00389,CUST-01408,Voltix Home,VH-FILTER-01,4,6,1,late
ORD-00390,CUST-00756,Northstar Apparel,NA-JACKET-03,5,9,1,late
ORD-00391,CUST-01607,VitalEdge Wellness,VW-PROTEIN-02,3,2,0,on_time
ORD-00392,CUST-02216,Northstar Apparel,NA-DENIM-02,2,3,0,on_time
ORD-00393,CUST-00348,Northstar Apparel,NA-DENIM-02,3,2,0,on_time
ORD-00394,CUST-01232,VitalEdge Wellness,VW-BUNDLE-03,2,3,0,on_time
ORD-00395,CUST-00757,Northstar Apparel,NA-JACKET-03,3,3,0,on_time
ORD-00396,CUST-00030,Northstar Apparel,NA-JACKET-03,5,9,1,late
ORD-00397,CUST-00555,Voltix Home,VH-BATTERY-02,3,5,1,late
ORD-00398,CUST-01633,Northstar Apparel,NA-TEE-01,4,5,0,on_time
ORD-00399,CUST-00618,DermaCo Labs,DL-CREAM-02,3,3,0,on_time
ORD-00400,CUST-01365,Voltix Home,VH-FILTER-01,4,7,1,late
ORD-00401,CUST-00784,DermaCo Labs,DL-CLEANSER-03,4,3,0,on_time
ORD-00402,CUST-02250,VitalEdge Wellness,VW-CAPSULE-01,3,2,0,on_time
ORD-00403,CUST-00582,DermaCo Labs,DL-CREAM-02,4,6,1,late
ORD-00404,CUST-02277,Northstar Apparel,NA-JACKET-03,3,4,0,on_time
ORD-00405,CUST-01286,Voltix Home,VH-CLEAN-03,4,6,1,late
ORD-00406,CUST-02542,Voltix Home,VH-FILTER-01,4,1,0,on_time
ORD-00407,CUST-00158,VitalEdge Wellness,VW-PROTEIN-02,3,1,0,on_time
ORD-00408,CUST-01601,DermaCo Labs,DL-CREAM-02,3,3,0,on_time
ORD-00409,CUST-02468,VitalEdge Wellness,VW-BUNDLE-03,2,5,1,late
ORD-00410,CUST-02177,VitalEdge Wellness,VW-PROTEIN-02,4,7,1,late
ORD-00411,CUST-01338,DermaCo Labs,DL-SERUM-01,4,6,1,late
ORD-00412,CUST-01227,DermaCo Labs,DL-CLEANSER-03,4,8,1,late
ORD-00413,CUST-00333,DermaCo Labs,DL-CLEANSER-03,4,6,1,late
ORD-00414,CUST-02038,VitalEdge Wellness,VW-BUNDLE-03,4,4,0,on_time
ORD-00415,CUST-00433,Voltix Home,VH-FILTER-01,2,4,1,late
ORD-00416,CUST-01436,Voltix Home,VH-CLEAN-03,2,7,1,late
ORD-00417,CUST-01950,VitalEdge Wellness,VW-PROTEIN-02,4,6,1,late
ORD-00418,CUST-02472,VitalEdge Wellness,VW-CAPSULE-01,5,6,0,on_time
ORD-00419,CUST-02419,DermaCo Labs,DL-SERUM-01,5,6,0,on_time
ORD-00420,CUST-00354,DermaCo Labs,DL-SERUM-01,2,4,1,late
ORD-00421,CUST-01438,VitalEdge Wellness,VW-BUNDLE-03,3,3,0,on_time
ORD-00422,CUST-00209,DermaCo Labs,DL-SERUM-01,3,1,0,on_time
ORD-00423,CUST-01809,Northstar Apparel,NA-DENIM-02,2,4,1,late
ORD-00424,CUST-00486,DermaCo Labs,DL-CREAM-02,4,6,1,late
ORD-00425,CUST-01852,Northstar Apparel,NA-JACKET-03,3,4,0,on_time
ORD-00426,CUST-01450,Voltix Home,VH-CLEAN-03,4,3,0,on_time
ORD-00427,CUST-02051,VitalEdge Wellness,VW-CAPSULE-01,4,3,0,on_time
ORD-00428,CUST-00622,Northstar Apparel,NA-TEE-01,4,5,0,on_time
ORD-00429,CUST-01558,Voltix Home,VH-BATTERY-02,3,1,0,on_time
ORD-00430,CUST-01136,VitalEdge Wellness,VW-PROTEIN-02,2,1,0,on_time
ORD-00431,CUST-00058,VitalEdge Wellness,VW-CAPSULE-01,3,2,0,on_time
ORD-00432,CUST-00612,Northstar Apparel,NA-DENIM-02,4,5,0,on_time
ORD-00433,CUST-00768,VitalEdge Wellness,VW-BUNDLE-03,3,6,1,late
ORD-00434,CUST-02314,Voltix Home,VH-BATTERY-02,2,1,0,on_time
ORD-00435,CUST-00519,Northstar Apparel,NA-DENIM-02,5,4,0,on_time
ORD-00436,CUST-00200,DermaCo Labs,DL-SERUM-01,5,6,0,on_time
ORD-00437,CUST-00230,DermaCo Labs,DL-SERUM-01,4,2,0,on_time
ORD-00438,CUST-02397,Voltix Home,VH-FILTER-01,3,4,0,on_time
ORD-00439,CUST-01792,VitalEdge Wellness,VW-PROTEIN-02,3,5,1,late
ORD-00440,CUST-01019,Northstar Apparel,NA-DENIM-02,2,7,1,late
ORD-00441,CUST-00943,DermaCo Labs,DL-SERUM-01,2,1,0,on_time
ORD-00442,CUST-01481,VitalEdge Wellness,VW-PROTEIN-02,3,3,0,on_time
ORD-00443,CUST-01995,Northstar Apparel,NA-TEE-01,2,3,0,on_time
ORD-00444,CUST-00444,VitalEdge Wellness,VW-CAPSULE-01,4,5,0,on_time
ORD-00445,CUST-02021,Voltix Home,VH-CLEAN-03,5,7,1,late
ORD-00446,CUST-00316,Voltix Home,VH-CLEAN-03,4,6,1,late
ORD-00447,CUST-00510,Northstar Apparel,NA-JACKET-03,2,5,1,late
ORD-00448,CUST-02252,DermaCo Labs,DL-CLEANSER-03,2,6,1,late
ORD-00449,CUST-02033,DermaCo Labs,DL-CREAM-02,2,1,0,on_time
ORD-00450,CUST-01487,Northstar Apparel,NA-DENIM-02,2,2,0,on_time
ORD-00451,CUST-00070,Voltix Home,VH-CLEAN-03,2,4,1,late
ORD-00452,CUST-02507,DermaCo Labs,DL-CREAM-02,3,3,0,on_time
ORD-00453,CUST-00458,Voltix Home,VH-BATTERY-02,3,3,0,on_time
ORD-00454,CUST-00136,DermaCo Labs,DL-SERUM-01,5,6,0,on_time
ORD-00455,CUST-02258,Northstar Apparel,NA-TEE-01,2,1,0,on_time
ORD-00456,CUST-01152,Voltix Home,VH-FILTER-01,3,4,0,on_time
ORD-00457,CUST-00164,DermaCo Labs,DL-CREAM-02,2,1,0,on_time
ORD-00458,CUST-01751,DermaCo Labs,DL-CLEANSER-03,3,5,1,late
ORD-00459,CUST-00728,VitalEdge Wellness,VW-CAPSULE-01,3,4,0,on_time
ORD-00460,CUST-00232,VitalEdge Wellness,VW-PROTEIN-02,4,5,0,on_time
ORD-00461,CUST-01930,Northstar Apparel,NA-DENIM-02,3,5,1,late
ORD-00462,CUST-01767,Northstar Apparel,NA-DENIM-02,3,8,1,late
ORD-00463,CUST-01098,DermaCo Labs,DL-CLEANSER-03,4,4,0,on_time
ORD-00464,CUST-02285,Northstar Apparel,NA-DENIM-02,3,3,0,on_time
ORD-00465,CUST-00479,VitalEdge Wellness,VW-CAPSULE-01,2,6,1,late
ORD-00466,CUST-01502,Northstar Apparel,NA-JACKET-03,4,3,0,on_time
ORD-00467,CUST-01534,DermaCo Labs,DL-SERUM-01,4,3,0,on_time
ORD-00468,CUST-00068,Voltix Home,VH-CLEAN-03,3,6,1,late
ORD-00469,CUST-02407,VitalEdge Wellness,VW-BUNDLE-03,2,2,0,on_time
ORD-00470,CUST-01545,DermaCo Labs,DL-CREAM-02,5,5,0,on_time
ORD-00471,CUST-02132,DermaCo Labs,DL-CREAM-02,3,2,0,on_time
ORD-00472,CUST-00280,Voltix Home,VH-BATTERY-02,5,5,0,on_time
ORD-00473,CUST-01722,VitalEdge Wellness,VW-BUNDLE-03,2,4,1,late
ORD-00474,CUST-02473,Northstar Apparel,NA-JACKET-03,3,3,0,on_time
ORD-00475,CUST-00966,VitalEdge Wellness,VW-BUNDLE-03,4,4,0,on_time
ORD-00476,CUST-02564,Northstar Apparel,NA-JACKET-03,2,1,0,on_time
ORD-00477,CUST-00125,VitalEdge Wellness,VW-CAPSULE-01,2,2,0,on_time
ORD-00478,CUST-02095,Northstar Apparel,NA-DENIM-02,3,2,0,on_time
ORD-00479,CUST-01265,DermaCo Labs,DL-CLEANSER-03,3,4,0,on_time
ORD-00480,CUST-00323,Northstar Apparel,NA-JACKET-03,5,8,1,late
ORD-00481,CUST-02428,DermaCo Labs,DL-SERUM-01,4,6,1,late
ORD-00482,CUST-00633,VitalEdge Wellness,VW-BUNDLE-03,3,7,1,late
ORD-00483,CUST-02321,Northstar Apparel,NA-TEE-01,4,6,1,late
ORD-00484,CUST-01576,Voltix Home,VH-FILTER-01,4,5,0,on_time
ORD-00485,CUST-00904,VitalEdge Wellness,VW-PROTEIN-02,3,6,1,late
ORD-00486,CUST-00258,DermaCo Labs,DL-SERUM-01,4,4,0,on_time
ORD-00487,CUST-00409,Voltix Home,VH-CLEAN-03,4,6,1,late
ORD-00488,CUST-02360,Voltix Home,VH-BATTERY-02,3,5,1,late
ORD-00489,CUST-00441,VitalEdge Wellness,VW-PROTEIN-02,2,1,0,on_time
ORD-00490,CUST-00077,VitalEdge Wellness,VW-BUNDLE-03,2,3,0,on_time
ORD-00491,CUST-01732,VitalEdge Wellness,VW-CAPSULE-01,4,9,1,late
ORD-00492,CUST-02389,DermaCo Labs,DL-CREAM-02,4,7,1,late
ORD-00493,CUST-01897,VitalEdge Wellness,VW-BUNDLE-03,4,5,0,on_time
ORD-00494,CUST-02225,Northstar Apparel,NA-JACKET-03,2,1,0,on_time
ORD-00495,CUST-02112,DermaCo Labs,DL-SERUM-01,4,6,1,late
ORD-00496,CUST-00600,Voltix Home,VH-BATTERY-02,5,9,1,late
ORD-00497,CUST-01457,VitalEdge Wellness,VW-CAPSULE-01,2,6,1,late
ORD-00498,CUST-01129,DermaCo Labs,DL-CLEANSER-03,3,3,0,on_time
ORD-00499,CUST-00597,VitalEdge Wellness,VW-PROTEIN-02,4,7,1,late
ORD-00500,CUST-02036,Voltix Home,VH-BATTERY-02,3,6,1,late
ORD-00501,CUST-01499,DermaCo Labs,DL-CLEANSER-03,2,2,0,on_time
ORD-00502,CUST-00150,DermaCo Labs,DL-SERUM-01,2,2,0,on_time
ORD-00503,CUST-00465,VitalEdge Wellness,VW-BUNDLE-03,3,1,0,on_time
ORD-00504,CUST-02599,VitalEdge Wellness,VW-PROTEIN-02,3,3,0,on_time
ORD-00505,CUST-02391,Northstar Apparel,NA-JACKET-03,2,4,1,late
ORD-00506,CUST-02497,Voltix Home,VH-BATTERY-02,2,2,0,on_time
ORD-00507,CUST-01577,VitalEdge Wellness,VW-CAPSULE-01,5,6,0,on_time
ORD-00508,CUST-00545,Northstar Apparel,NA-DENIM-02,3,5,1,late
ORD-00509,CUST-00483,VitalEdge Wellness,VW-BUNDLE-03,3,4,0,on_time
ORD-00510,CUST-00522,Northstar Apparel,NA-TEE-01,4,3,0,on_time
ORD-00511,CUST-00644,VitalEdge Wellness,VW-CAPSULE-01,5,5,0,on_time
ORD-00512,CUST-02294,Northstar Apparel,NA-JACKET-03,2,2,0,on_time
ORD-00513,CUST-00875,Northstar Apparel,NA-TEE-01,4,3,0,on_time
ORD-00514,CUST-00439,Voltix Home,VH-FILTER-01,3,5,1,late
ORD-00515,CUST-02513,Northstar Apparel,NA-JACKET-03,3,5,1,late
ORD-00516,CUST-01779,VitalEdge Wellness,VW-BUNDLE-03,3,3,0,on_time
ORD-00517,CUST-00167,VitalEdge Wellness,VW-CAPSULE-01,3,4,0,on_time
ORD-00518,CUST-00950,Northstar Apparel,NA-TEE-01,2,2,0,on_time
ORD-00519,CUST-00050,VitalEdge Wellness,VW-CAPSULE-01,3,4,0,on_time
ORD-00520,CUST-02512,VitalEdge Wellness,VW-BUNDLE-03,5,6,0,on_time
ORD-00521,CUST-00583,Voltix Home,VH-CLEAN-03,3,5,1,late
ORD-00522,CUST-00049,Northstar Apparel,NA-DENIM-02,4,8,1,late
ORD-00523,CUST-01773,Northstar Apparel,NA-TEE-01,2,6,1,late
ORD-00524,CUST-00965,Voltix Home,VH-BATTERY-02,4,3,0,on_time
ORD-00525,CUST-02214,DermaCo Labs,DL-SERUM-01,4,6,1,late
ORD-00526,CUST-01721,VitalEdge Wellness,VW-BUNDLE-03,3,3,0,on_time
ORD-00527,CUST-00026,Northstar Apparel,NA-DENIM-02,4,6,1,late
ORD-00528,CUST-01054,Northstar Apparel,NA-DENIM-02,3,4,0,on_time
ORD-00529,CUST-01742,Voltix Home,VH-FILTER-01,5,5,0,on_time
ORD-00530,CUST-01713,VitalEdge Wellness,VW-PROTEIN-02,5,7,1,late
ORD-00531,CUST-02331,DermaCo Labs,DL-CREAM-02,4,6,1,late
ORD-00532,CUST-00362,Northstar Apparel,NA-TEE-01,4,6,1,late
ORD-00533,CUST-02375,Voltix Home,VH-CLEAN-03,2,2,0,on_time
ORD-00534,CUST-01337,Northstar Apparel,NA-JACKET-03,4,8,1,late
ORD-00535,CUST-01991,Northstar Apparel,NA-DENIM-02,3,4,0,on_time
ORD-00536,CUST-02553,VitalEdge Wellness,VW-PROTEIN-02,2,7,1,late
ORD-00537,CUST-02014,Northstar Apparel,NA-TEE-01,4,5,0,on_time
ORD-00538,CUST-02280,Northstar Apparel,NA-JACKET-03,3,4,0,on_time
ORD-00539,CUST-01012,Voltix Home,VH-BATTERY-02,3,6,1,late
ORD-00540,CUST-01180,DermaCo Labs,DL-CLEANSER-03,3,4,0,on_time
ORD-00541,CUST-00241,VitalEdge Wellness,VW-BUNDLE-03,2,1,0,on_time
ORD-00542,CUST-01638,Northstar Apparel,NA-DENIM-02,2,5,1,late
ORD-00543,CUST-01621,Northstar Apparel,NA-TEE-01,3,3,0,on_time
ORD-00544,CUST-01552,DermaCo Labs,DL-CLEANSER-03,3,6,1,late
ORD-00545,CUST-01260,VitalEdge Wellness,VW-BUNDLE-03,3,4,0,on_time
ORD-00546,CUST-00351,VitalEdge Wellness,VW-PROTEIN-02,2,5,1,late
ORD-00547,CUST-02385,Voltix Home,VH-CLEAN-03,3,3,0,on_time
ORD-00548,CUST-01411,Voltix Home,VH-FILTER-01,4,3,0,on_time
ORD-00549,CUST-01733,VitalEdge Wellness,VW-CAPSULE-01,2,5,1,late
ORD-00550,CUST-00696,DermaCo Labs,DL-CREAM-02,3,6,1,late
ORD-00551,CUST-02600,Northstar Apparel,NA-DENIM-02,3,2,0,on_time
ORD-00552,CUST-00868,VitalEdge Wellness,VW-PROTEIN-02,5,6,0,on_time
ORD-00553,CUST-00773,Northstar Apparel,NA-JACKET-03,3,1,0,on_time
ORD-00554,CUST-00857,DermaCo Labs,DL-CLEANSER-03,2,3,0,on_time
ORD-00555,CUST-02139,Voltix Home,VH-BATTERY-02,4,5,0,on_time
ORD-00556,CUST-02442,Northstar Apparel,NA-TEE-01,2,4,1,late
ORD-00557,CUST-00694,VitalEdge Wellness,VW-CAPSULE-01,3,5,1,late
ORD-00558,CUST-01117,DermaCo Labs,DL-SERUM-01,2,6,1,late
ORD-00559,CUST-01841,Northstar Apparel,NA-JACKET-03,2,2,0,on_time
ORD-00560,CUST-02056,Voltix Home,VH-FILTER-01,4,1,0,on_time
ORD-00561,CUST-00841,Northstar Apparel,NA-JACKET-03,4,6,1,late
ORD-00562,CUST-02336,DermaCo Labs,DL-CLEANSER-03,4,3,0,on_time
ORD-00563,CUST-02118,VitalEdge Wellness,VW-CAPSULE-01,5,6,0,on_time
ORD-00564,CUST-00614,VitalEdge Wellness,VW-PROTEIN-02,4,7,1,late
ORD-00565,CUST-02437,Voltix Home,VH-FILTER-01,4,5,0,on_time
ORD-00566,CUST-02565,Voltix Home,VH-BATTERY-02,5,6,0,on_time
ORD-00567,CUST-00124,Northstar Apparel,NA-TEE-01,4,6,1,late
ORD-00568,CUST-01948,VitalEdge Wellness,VW-PROTEIN-02,3,4,0,on_time
ORD-00569,CUST-01685,Northstar Apparel,NA-TEE-01,3,5,1,late
ORD-00570,CUST-00407,Northstar Apparel,NA-DENIM-02,4,6,1,late
ORD-00571,CUST-02096,Voltix Home,VH-CLEAN-03,4,7,1,late
ORD-00572,CUST-01816,DermaCo Labs,DL-CREAM-02,3,5,1,late
ORD-00573,CUST-02574,Northstar Apparel,NA-DENIM-02,4,7,1,late
ORD-00574,CUST-00498,Northstar Apparel,NA-TEE-01,5,6,0,on_time
ORD-00575,CUST-02367,Northstar Apparel,NA-DENIM-02,3,5,1,late
ORD-00576,CUST-00343,DermaCo Labs,DL-CLEANSER-03,3,4,0,on_time
ORD-00577,CUST-01881,DermaCo Labs,DL-SERUM-01,4,7,1,late
ORD-00578,CUST-00300,DermaCo Labs,DL-CLEANSER-03,4,1,0,on_time
ORD-00579,CUST-00701,VitalEdge Wellness,VW-PROTEIN-02,3,4,0,on_time
ORD-00580,CUST-01560,DermaCo Labs,DL-CLEANSER-03,3,3,0,on_time
ORD-00581,CUST-02523,VitalEdge Wellness,VW-CAPSULE-01,3,6,1,late
ORD-00582,CUST-00802,DermaCo Labs,DL-CLEANSER-03,3,5,1,late
ORD-00583,CUST-01273,DermaCo Labs,DL-SERUM-01,3,5,1,late
ORD-00584,CUST-00221,VitalEdge Wellness,VW-PROTEIN-02,5,5,0,on_time
ORD-00585,CUST-01381,VitalEdge Wellness,VW-PROTEIN-02,4,5,0,on_time
ORD-00586,CUST-02023,DermaCo Labs,DL-SERUM-01,4,6,1,late
ORD-00587,CUST-01245,VitalEdge Wellness,VW-CAPSULE-01,3,3,0,on_time
ORD-00588,CUST-00085,VitalEdge Wellness,VW-PROTEIN-02,4,6,1,late
ORD-00589,CUST-01124,VitalEdge Wellness,VW-CAPSULE-01,3,4,0,on_time
ORD-00590,CUST-00267,VitalEdge Wellness,VW-CAPSULE-01,5,4,0,on_time
ORD-00591,CUST-00611,VitalEdge Wellness,VW-CAPSULE-01,2,2,0,on_time
ORD-00592,CUST-00291,Voltix Home,VH-FILTER-01,3,3,0,on_time
ORD-00593,CUST-01175,DermaCo Labs,DL-CREAM-02,5,9,1,late
ORD-00594,CUST-01092,Northstar Apparel,NA-JACKET-03,3,5,1,late
ORD-00595,CUST-00417,Northstar Apparel,NA-JACKET-03,5,4,0,on_time
ORD-00596,CUST-00473,DermaCo Labs,DL-SERUM-01,3,7,1,late
ORD-00597,CUST-00858,DermaCo Labs,DL-CREAM-02,2,2,0,on_time
ORD-00598,CUST-02145,DermaCo Labs,DL-CREAM-02,2,3,0,on_time
ORD-00599,CUST-02518,Voltix Home,VH-BATTERY-02,2,4,1,late
ORD-00600,CUST-01171,VitalEdge Wellness,VW-PROTEIN-02,2,2,0,on_time
ORD-00601,CUST-00913,DermaCo Labs,DL-SERUM-01,3,3,0,on_time
ORD-00602,CUST-02592,DermaCo Labs,DL-CREAM-02,2,4,1,late
ORD-00603,CUST-01056,VitalEdge Wellness,VW-PROTEIN-02,4,7,1,late
ORD-00604,CUST-00279,Northstar Apparel,NA-DENIM-02,3,8,1,late
ORD-00605,CUST-01469,VitalEdge Wellness,VW-CAPSULE-01,4,5,0,on_time
ORD-00606,CUST-00803,Northstar Apparel,NA-DENIM-02,3,3,0,on_time
ORD-00607,CUST-01432,Voltix Home,VH-FILTER-01,3,2,0,on_time
ORD-00608,CUST-01103,Voltix Home,VH-FILTER-01,5,7,1,late
ORD-00609,CUST-00019,Northstar Apparel,NA-JACKET-03,4,4,0,on_time
ORD-00610,CUST-02006,VitalEdge Wellness,VW-BUNDLE-03,2,2,0,on_time
ORD-00611,CUST-01978,Northstar Apparel,NA-TEE-01,4,3,0,on_time
ORD-00612,CUST-02586,VitalEdge Wellness,VW-CAPSULE-01,4,8,1,late
ORD-00613,CUST-01310,DermaCo Labs,DL-CREAM-02,2,3,0,on_time
ORD-00614,CUST-01164,Voltix Home,VH-BATTERY-02,5,5,0,on_time
ORD-00615,CUST-01002,VitalEdge Wellness,VW-BUNDLE-03,2,5,1,late
ORD-00616,CUST-02582,Voltix Home,VH-BATTERY-02,5,7,1,late
ORD-00617,CUST-00867,Northstar Apparel,NA-TEE-01,3,3,0,on_time
ORD-00618,CUST-00621,Voltix Home,VH-CLEAN-03,2,3,0,on_time
ORD-00619,CUST-01625,Northstar Apparel,NA-DENIM-02,3,3,0,on_time
ORD-00620,CUST-01985,VitalEdge Wellness,VW-BUNDLE-03,5,8,1,late
ORD-00621,CUST-01668,DermaCo Labs,DL-CREAM-02,3,2,0,on_time
ORD-00622,CUST-02590,DermaCo Labs,DL-SERUM-01,4,3,0,on_time
ORD-00623,CUST-00220,Voltix Home,VH-CLEAN-03,5,6,0,on_time
ORD-00624,CUST-00602,Northstar Apparel,NA-JACKET-03,3,4,0,on_time
ORD-00625,CUST-02213,Northstar Apparel,NA-DENIM-02,3,4,0,on_time
ORD-00626,CUST-01823,VitalEdge Wellness,VW-BUNDLE-03,3,3,0,on_time
ORD-00627,CUST-00304,Voltix Home,VH-CLEAN-03,4,5,0,on_time
ORD-00628,CUST-01886,VitalEdge Wellness,VW-BUNDLE-03,3,4,0,on_time
ORD-00629,CUST-00720,Northstar Apparel,NA-DENIM-02,3,2,0,on_time
ORD-00630,CUST-01352,Northstar Apparel,NA-JACKET-03,4,6,1,late
ORD-00631,CUST-02444,DermaCo Labs,DL-SERUM-01,3,5,1,late
ORD-00632,CUST-00345,DermaCo Labs,DL-CLEANSER-03,3,6,1,late
ORD-00633,CUST-01212,VitalEdge Wellness,VW-PROTEIN-02,4,6,1,late
ORD-00634,CUST-00908,VitalEdge Wellness,VW-CAPSULE-01,4,6,1,late
ORD-00635,CUST-01011,DermaCo Labs,DL-CREAM-02,4,5,0,on_time
ORD-00636,CUST-00782,Northstar Apparel,NA-JACKET-03,4,3,0,on_time
ORD-00637,CUST-01858,Voltix Home,VH-BATTERY-02,3,3,0,on_time
ORD-00638,CUST-02466,VitalEdge Wellness,VW-BUNDLE-03,4,4,0,on_time
ORD-00639,CUST-01005,Voltix Home,VH-BATTERY-02,4,3,0,on_time
ORD-00640,CUST-02307,VitalEdge Wellness,VW-CAPSULE-01,5,5,0,on_time
ORD-00641,CUST-00708,DermaCo Labs,DL-SERUM-01,3,3,0,on_time
ORD-00642,CUST-01190,Voltix Home,VH-BATTERY-02,3,1,0,on_time
ORD-00643,CUST-00193,Northstar Apparel,NA-JACKET-03,4,4,0,on_time
ORD-00644,CUST-00175,Northstar Apparel,NA-TEE-01,4,5,0,on_time
ORD-00645,CUST-02354,DermaCo Labs,DL-SERUM-01,4,4,0,on_time
