customer_id,brand,region,acquisition_channel,plan,tenure_months,active_subscriptions,monthly_revenue,discount_rate,support_tickets_90d,late_shipments_90d,email_engagement,avg_days_between_orders,churned,churn_risk_score,risk_segment
CUST-00606,DermaCo Labs,Philippines,email,monthly,9,2,31.85,0.402,0,0,0.502,23.7,0,0.2426,low
CUST-00607,Northstar Apparel,Indonesia,paid_search,monthly,24,1,43.35,0.197,2,1,0.553,12.0,0,0.2168,low
CUST-00608,DermaCo Labs,Malaysia,display,monthly,25,3,47.12,0.112,1,0,0.422,33.5,0,0.1708,low
CUST-00609,DermaCo Labs,Malaysia,organic,annual,33,2,55.38,0.307,0,0,0.352,81.7,0,0.1064,low
CUST-00610,VitalEdge Wellness,Malaysia,display,monthly,20,3,60.15,0.341,0,0,0.639,34.6,0,0.1589,low
CUST-00611,VitalEdge Wellness,Singapore,email,annual,18,2,69.93,0.231,0,0,0.597,66.2,0,0.0983,low
CUST-00612,Northstar Apparel,Indonesia,paid_search,monthly,36,2,63.56,0.19,1,1,0.661,29.3,0,0.1072,low
CUST-00613,Voltix Home,Malaysia,organic,monthly,28,2,147.44,0.122,3,0,0.494,26.2,1,0.1948,low
CUST-00614,VitalEdge Wellness,Singapore,organic,monthly,19,2,61.95,0.267,1,1,0.219,35.2,0,0.2873,watch
CUST-00615,Voltix Home,Thailand,display,monthly,12,1,155.0,0.169,1,1,0.56,41.9,0,0.3508,watch
CUST-00616,Northstar Apparel,Malaysia,email,quarterly,4,3,67.22,0.293,1,1,0.469,60.8,0,0.3535,watch
CUST-00617,DermaCo Labs,Singapore,display,monthly,30,3,37.05,0.076,0,0,0.785,43.5,0,0.0746,low
CUST-00618,DermaCo Labs,Singapore,organic,quarterly,24,3,38.82,0.231,1,1,0.467,48.7,1,0.145,low
CUST-00619,Northstar Apparel,Malaysia,email,annual,6,2,86.21,0.194,2,0,0.914,78.2,0,0.2516,watch
CUST-00620,Northstar Apparel,Indonesia,paid_search,quarterly,25,2,63.37,0.226,1,0,0.747,73.8,0,0.1348,low
CUST-00621,Voltix Home,Philippines,organic,monthly,17,1,127.24,0.046,0,0,0.361,41.6,1,0.1412,low
CUST-00622,Northstar Apparel,Indonesia,paid_search,monthly,32,3,63.38,0.319,1,0,0.373,34.5,0,0.1841,low
CUST-00623,Northstar Apparel,Indonesia,affiliate,quarterly,1,2,54.81,0.108,0,1,0.738,47.6,1,0.1669,low
CUST-00624,Voltix Home,Indonesia,display,annual,2,2,186.94,0.028,0,1,0.821,71.2,0,0.2194,low
CUST-00625,DermaCo Labs,Thailand,organic,quarterly,1,3,18.91,0.211,1,0,0.268,48.6,0,0.3011,watch
CUST-00626,Northstar Apparel,Singapore,paid_search,annual,10,3,80.06,0.137,0,0,0.7,83.4,0,0.1644,low
CUST-00627,Voltix Home,Indonesia,affiliate,annual,21,2,127.69,0.353,0,2,0.696,77.7,0,0.155,low
CUST-00628,VitalEdge Wellness,Thailand,affiliate,monthly,12,1,61.63,0.192,1,2,0.505,32.8,0,0.258,watch
CUST-00629,VitalEdge Wellness,Singapore,organic,quarterly,8,1,60.28,0.099,0,0,0.647,52.1,0,0.1137,low
CUST-00630,VitalEdge Wellness,Malaysia,organic,monthly,35,1,75.93,0.55,1,1,0.636,42.5,0,0.1889,low
CUST-00631,DermaCo Labs,Thailand,display,monthly,5,2,31.04,0.264,0,1,0.51,24.6,1,0.3302,watch
CUST-00632,Voltix Home,Thailand,organic,quarterly,21,2,166.83,0.194,1,0,0.604,46.3,0,0.1213,low
CUST-00633,VitalEdge Wellness,Malaysia,organic,monthly,7,1,65.2,0.434,0,1,0.385,13.4,0,0.3178,watch
CUST-00634,Northstar Apparel,Singapore,display,monthly,34,3,23.54,0.015,0,0,0.381,22.8,0,0.0677,low
CUST-00635,DermaCo Labs,Thailand,email,monthly,18,3,36.76,0.126,0,0,0.48,26.3,0,0.1106,low
CUST-00636,Northstar Apparel,Malaysia,email,annual,23,3,61.69,0.369,1,1,0.416,80.3,0,0.2302,low
CUST-00637,VitalEdge Wellness,Malaysia,paid_search,monthly,34,3,58.8,0.194,0,1,0.242,29.3,0,0.0959,low
CUST-00638,Voltix Home,Thailand,paid_search,monthly,35,3,77.28,0.197,1,0,0.144,31.1,0,0.1152,low
CUST-00639,VitalEdge Wellness,Singapore,organic,quarterly,31,1,54.67,0.529,0,1,0.345,45.1,1,0.1434,low
CUST-00640,DermaCo Labs,Indonesia,paid_search,quarterly,11,2,31.48,0.094,0,2,0.433,62.1,0,0.2098,low
CUST-00641,DermaCo Labs,Singapore,email,monthly,28,1,35.42,0.358,2,1,0.651,27.9,0,0.2272,low
CUST-00642,Voltix Home,Singapore,paid_search,monthly,12,3,138.55,0.336,1,1,0.523,53.6,1,0.4016,watch
CUST-00643,DermaCo Labs,Malaysia,paid_search,monthly,2,1,33.99,0.027,0,1,0.579,25.5,0,0.2206,low
CUST-00644,VitalEdge Wellness,Philippines,email,quarterly,35,1,78.85,0.513,1,0,0.224,40.8,0,0.1401,low
CUST-00645,Voltix Home,Philippines,paid_search,quarterly,17,1,146.23,0.121,1,0,0.885,36.3,0,0.0859,low
CUST-00646,VitalEdge Wellness,Philippines,affiliate,monthly,12,1,59.99,0.172,2,0,0.639,32.2,0,0.211,low
CUST-00647,VitalEdge Wellness,Thailand,email,quarterly,24,2,79.83,0.55,2,0,0.562,46.7,0,0.221,low
CUST-00648,Northstar Apparel,Thailand,organic,monthly,35,1,58.23,0.253,1,1,0.525,27.4,0,0.127,low
CUST-00649,Northstar Apparel,Singapore,paid_search,quarterly,18,3,66.21,0.239,0,1,0.743,38.0,0,0.1117,low
CUST-00650,VitalEdge Wellness,Malaysia,display,monthly,23,1,77.34,0.108,2,0,0.332,37.6,1,0.2601,watch
CUST-00651,Voltix Home,Indonesia,paid_search,monthly,14,1,137.0,0.125,1,1,0.522,35.7,1,0.2664,watch
CUST-00652,DermaCo Labs,Malaysia,paid_search,quarterly,12,2,36.05,0.337,2,0,0.695,48.5,0,0.2578,watch
CUST-00653,Voltix Home,Philippines,organic,annual,2,2,203.24,0.176,0,0,0.084,61.4,0,0.3346,watch
CUST-00654,VitalEdge Wellness,Indonesia,paid_search,monthly,33,1,78.55,0.203,0,0,0.756,39.1,0,0.0689,low
CUST-00655,Northstar Apparel,Thailand,organic,quarterly,2,1,68.97,0.233,1,0,0.474,51.1,0,0.3176,watch
CUST-00656,Voltix Home,Singapore,affiliate,quarterly,34,2,103.44,0.144,2,0,0.366,36.0,0,0.0816,low
CUST-00657,VitalEdge Wellness,Thailand,paid_search,monthly,24,1,46.37,0.203,2,1,0.526,20.1,1,0.1849,low
CUST-00658,DermaCo Labs,Indonesia,affiliate,monthly,23,3,25.4,0.357,3,2,0.609,35.4,0,0.3613,watch
CUST-00659,Northstar Apparel,Malaysia,organic,annual,22,1,63.74,0.501,0,0,0.372,74.8,0,0.2268,low
CUST-00660,VitalEdge Wellness,Indonesia,paid_search,annual,10,3,88.66,0.221,1,2,0.394,81.0,0,0.3405,watch
CUST-00661,Northstar Apparel,Singapore,affiliate,monthly,11,3,61.36,0.377,2,0,0.444,30.1,1,0.4113,watch
CUST-00662,DermaCo Labs,Philippines,display,monthly,27,1,36.26,0.159,1,0,0.627,37.9,1,0.1476,low
CUST-00663,DermaCo Labs,Malaysia,paid_search,monthly,8,2,36.03,0.064,0,1,0.575,20.0,0,0.1726,low
CUST-00664,Voltix Home,Indonesia,paid_search,monthly,7,1,122.01,0.149,1,1,0.823,24.0,0,0.2347,low
CUST-00665,DermaCo Labs,Indonesia,organic,monthly,3,1,42.63,0.171,1,0,0.366,39.5,1,0.3959,watch
CUST-00666,Northstar Apparel,Malaysia,email,quarterly,18,2,55.59,0.121,0,1,0.872,50.8,0,0.074,low
CUST-00667,DermaCo Labs,Malaysia,organic,quarterly,23,3,48.98,0.286,2,1,0.609,55.3,1,0.1941,low
CUST-00668,Northstar Apparel,Malaysia,display,monthly,30,2,56.09,0.182,3,1,0.44,44.9,0,0.3412,watch
CUST-00669,DermaCo Labs,Thailand,organic,monthly,9,1,39.88,0.102,1,1,0.519,18.7,1,0.2362,low
CUST-00670,Voltix Home,Philippines,organic,monthly,32,2,121.03,0.194,1,0,0.225,37.5,0,0.1387,low
CUST-00671,VitalEdge Wellness,Singapore,display,quarterly,32,2,77.26,0.268,0,1,0.846,83.2,0,0.0938,low
CUST-00672,Voltix Home,Singapore,email,quarterly,34,2,143.65,0.016,1,1,0.62,50.9,0,0.0574,low
CUST-00673,Northstar Apparel,Indonesia,organic,annual,28,3,85.88,0.19,2,1,0.531,89.3,0,0.21,low
CUST-00674,VitalEdge Wellness,Malaysia,organic,monthly,22,2,42.0,0.075,0,2,0.182,37.0,1,0.1542,low
CUST-00675,DermaCo Labs,Philippines,organic,quarterly,5,2,37.77,0.046,2,0,0.757,54.6,0,0.1859,low
CUST-00676,Voltix Home,Indonesia,organic,monthly,7,3,114.23,0.349,1,2,0.808,17.0,0,0.2933,watch
CUST-00677,Voltix Home,Malaysia,paid_search,monthly,14,2,101.75,0.147,1,0,0.616,45.6,0,0.1951,low
CUST-00678,Voltix Home,Philippines,affiliate,monthly,20,2,130.75,0.283,1,0,0.526,12.0,0,0.1475,low
CUST-00679,DermaCo Labs,Malaysia,affiliate,quarterly,10,1,48.59,0.176,1,0,0.58,38.3,0,0.1602,low
CUST-00680,DermaCo Labs,Singapore,organic,quarterly,28,3,36.49,0.021,0,0,0.77,43.8,0,0.0346,low
CUST-00681,Northstar Apparel,Singapore,paid_search,monthly,5,2,33.63,0.139,1,2,0.98,20.0,1,0.2306,low
CUST-00682,Voltix Home,Singapore,organic,monthly,2,1,61.63,0.029,2,1,0.56,25.7,0,0.2997,watch
CUST-00683,Voltix Home,Singapore,email,annual,13,3,95.36,0.18,0,0,0.556,82.5,0,0.1256,low
CUST-00684,Voltix Home,Malaysia,paid_search,monthly,27,3,124.07,0.4,1,1,0.396,37.8,1,0.248,low
CUST-00685,VitalEdge Wellness,Thailand,affiliate,monthly,33,2,44.44,0.348,1,0,0.553,26.9,0,0.0915,low
CUST-00686,DermaCo Labs,Malaysia,organic,monthly,15,2,30.77,0.133,1,0,0.285,42.4,0,0.2479,low
CUST-00687,Northstar Apparel,Singapore,paid_search,quarterly,28,3,38.9,0.11,0,0,0.397,62.5,0,0.0821,low
CUST-00688,Voltix Home,Singapore,affiliate,quarterly,9,2,107.07,0.168,0,0,0.673,54.5,0,0.116,low
CUST-00689,Voltix Home,Indonesia,organic,monthly,2,1,79.02,0.091,1,1,0.49,31.3,0,0.3008,watch
CUST-00690,Voltix Home,Indonesia,display,quarterly,12,3,136.77,0.287,0,1,0.479,40.6,0,0.2256,low
CUST-00691,DermaCo Labs,Indonesia,organic,monthly,5,3,29.47,0.207,1,1,0.571,27.5,0,0.3075,watch
CUST-00692,Northstar Apparel,Indonesia,paid_search,annual,14,1,73.74,0.118,0,0,0.58,97.8,0,0.1867,low
CUST-00693,DermaCo Labs,Indonesia,email,monthly,3,2,41.94,0.118,0,0,0.323,19.7,0,0.2467,low
CUST-00694,VitalEdge Wellness,Thailand,display,monthly,33,3,48.65,0.243,1,1,0.785,31.1,0,0.0954,low
CUST-00695,Voltix Home,Malaysia,display,monthly,7,2,124.89,0.327,2,1,0.335,39.1,1,0.5887,high
CUST-00696,DermaCo Labs,Malaysia,display,quarterly,18,2,39.35,0.101,0,0,0.666,44.1,0,0.0927,low
CUST-00697,Voltix Home,Singapore,affiliate,quarterly,31,1,126.16,0.136,0,0,0.833,48.9,0,0.0376,low
CUST-00698,Northstar Apparel,Thailand,email,quarterly,26,1,76.26,0.375,2,0,0.472,59.9,1,0.2363,low
CUST-00699,DermaCo Labs,Philippines,paid_search,monthly,3,1,46.06,0.209,2,0,0.369,36.3,1,0.4819,high
CUST-00700,Northstar Apparel,Malaysia,display,quarterly,36,2,35.54,0.163,2,1,0.55,61.2,0,0.1337,low
CUST-00701,VitalEdge Wellness,Singapore,affiliate,monthly,14,1,42.1,0.096,1,1,0.672,17.4,0,0.1336,low
CUST-00702,DermaCo Labs,Malaysia,affiliate,monthly,29,1,26.96,0.106,2,0,0.373,43.2,0,0.1643,low
CUST-00703,Northstar Apparel,Singapore,email,quarterly,16,3,92.08,0.224,0,0,0.593,58.1,1,0.1404,low
CUST-00704,Northstar Apparel,Malaysia,organic,monthly,23,3,66.99,0.268,0,0,0.724,24.7,0,0.102,low
CUST-00705,VitalEdge Wellness,Philippines,paid_search,monthly,20,1,39.9,0.079,0,1,0.378,26.2,0,0.1155,low
CUST-00706,DermaCo Labs,Singapore,display,quarterly,34,2,36.49,0.035,0,0,0.433,50.8,0,0.0603,low
CUST-00707,Voltix Home,Thailand,organic,monthly,8,3,151.76,0.139,1,0,0.793,33.0,0,0.1888,low
CUST-00708,DermaCo Labs,Philippines,affiliate,monthly,35,3,49.06,0.439,1,0,0.487,27.6,0,0.1278,low
CUST-00709,Northstar Apparel,Philippines,organic,quarterly,32,1,52.8,0.025,0,0,0.53,43.2,0,0.04,low
CUST-00710,DermaCo Labs,Thailand,display,monthly,4,3,43.78,0.197,1,0,0.487,32.3,1,0.368,watch
CUST-00711,VitalEdge Wellness,Thailand,paid_search,monthly,7,1,80.09,0.054,0,0,0.383,16.2,0,0.1726,low
CUST-00712,Voltix Home,Thailand,paid_search,quarterly,25,2,93.37,0.329,0,1,0.758,61.1,0,0.0925,low
CUST-00713,DermaCo Labs,Thailand,affiliate,quarterly,17,3,44.1,0.545,0,0,0.245,52.3,1,0.2426,low
CUST-00714,DermaCo Labs,Malaysia,organic,monthly,27,3,39.12,0.133,0,0,0.334,34.5,0,0.1028,low
CUST-00715,Voltix Home,Malaysia,affiliate,annual,17,1,115.69,0.318,1,0,0.46,89.1,0,0.223,low
CUST-00716,Northstar Apparel,Singapore,affiliate,quarterly,8,3,42.67,0.315,0,0,0.511,49.3,0,0.1855,low
CUST-00717,VitalEdge Wellness,Indonesia,organic,annual,10,1,81.19,0.101,2,0,0.481,75.9,0,0.254,watch
CUST-00718,VitalEdge Wellness,Indonesia,paid_search,monthly,4,3,75.5,0.186,0,1,0.552,42.3,1,0.276,watch
CUST-00719,VitalEdge Wellness,Thailand,organic,monthly,13,1,49.73,0.096,1,0,0.338,35.6,0,0.2016,low
CUST-00720,Northstar Apparel,Malaysia,organic,annual,24,3,74.73,0.104,2,0,0.68,81.4,0,0.134,low
CUST-00721,DermaCo Labs,Indonesia,email,annual,12,1,54.4,0.053,0,0,0.543,78.2,0,0.1348,low
CUST-00722,Northstar Apparel,Philippines,affiliate,monthly,19,2,64.42,0.462,1,1,0.349,34.6,0,0.3524,watch
CUST-00723,Northstar Apparel,Singapore,email,quarterly,32,1,60.83,0.129,0,0,0.701,42.4,1,0.0449,low
CUST-00724,Northstar Apparel,Indonesia,organic,quarterly,26,1,59.91,0.55,1,1,0.401,46.8,0,0.277,watch
CUST-00725,DermaCo Labs,Thailand,affiliate,monthly,12,3,44.39,0.255,0,0,0.746,39.5,0,0.15,low
CUST-00726,VitalEdge Wellness,Malaysia,display,monthly,34,3,73.49,0.221,1,1,0.584,26.1,0,0.1152,low
CUST-00727,DermaCo Labs,Indonesia,organic,monthly,23,3,35.03,0.12,1,0,0.534,28.0,0,0.1266,low
CUST-00728,VitalEdge Wellness,Malaysia,email,annual,11,3,61.84,0.315,0,0,0.46,66.7,0,0.1531,low
CUST-00729,VitalEdge Wellness,Thailand,paid_search,monthly,34,3,59.42,0.235,1,0,0.456,24.1,0,0.0893,low
CUST-00730,DermaCo Labs,Malaysia,email,monthly,19,2,27.76,0.197,0,0,0.674,26.2,0,0.1013,low
CUST-00731,Northstar Apparel,Philippines,paid_search,quarterly,15,1,68.9,0.112,1,0,0.48,44.1,0,0.1603,low
CUST-00732,DermaCo Labs,Thailand,paid_search,monthly,30,3,40.56,0.192,0,1,0.559,35.0,0,0.0994,low
CUST-00733,Northstar Apparel,Malaysia,organic,monthly,18,3,41.86,0.282,0,1,0.463,21.0,1,0.1732,low
CUST-00734,VitalEdge Wellness,Philippines,organic,annual,18,1,82.64,0.312,2,0,0.649,75.7,0,0.209,low
CUST-00735,VitalEdge Wellness,Malaysia,email,annual,31,2,77.76,0.168,1,1,0.867,90.6,0,0.0708,low
CUST-00736,DermaCo Labs,Indonesia,email,quarterly,7,2,38.78,0.177,1,1,0.57,51.4,0,0.2356,low
CUST-00737,Voltix Home,Philippines,organic,annual,10,3,114.3,0.096,0,0,0.389,73.4,0,0.1322,low
CUST-00738,VitalEdge Wellness,Philippines,paid_search,annual,16,1,98.62,0.094,1,1,0.6,64.9,0,0.1469,low
CUST-00739,DermaCo Labs,Indonesia,paid_search,monthly,7,1,31.05,0.369,0,2,0.55,37.7,0,0.404,watch
CUST-00740,DermaCo Labs,Malaysia,display,monthly,1,1,29.73,0.202,1,0,0.52,37.6,1,0.4254,watch
CUST-00741,Northstar Apparel,Indonesia,paid_search,monthly,16,3,79.27,0.053,0,0,0.574,33.8,1,0.1398,low
CUST-00742,Voltix Home,Singapore,paid_search,monthly,9,3,143.13,0.172,0,0,0.358,27.5,1,0.2395,low
CUST-00743,DermaCo Labs,Singapore,display,monthly,8,2,42.21,0.187,2,0,0.467,30.5,0,0.433,watch
CUST-00744,VitalEdge Wellness,Malaysia,affiliate,monthly,23,2,50.06,0.318,0,1,0.663,30.9,0,0.1083,low
CUST-00745,Northstar Apparel,Thailand,organic,quarterly,10,1,74.5,0.148,0,2,0.449,73.2,0,0.2642,watch
CUST-00746,Northstar Apparel,Malaysia,organic,monthly,2,3,47.42,0.135,1,0,0.379,29.4,1,0.3203,watch
CUST-00747,VitalEdge Wellness,Singapore,paid_search,monthly,25,3,74.06,0.217,0,1,0.56,17.6,0,0.1047,low
CUST-00748,Northstar Apparel,Thailand,paid_search,quarterly,11,3,65.31,0.077,0,1,0.299,62.0,1,0.1991,low
CUST-00749,Voltix Home,Indonesia,paid_search,monthly,36,1,103.05,0.345,1,1,0.574,38.1,0,0.1478,low
CUST-00750,Voltix Home,Indonesia,display,monthly,10,3,117.05,0.196,0,2,0.668,29.8,0,0.2566,watch
CUST-00751,Northstar Apparel,Singapore,organic,monthly,2,2,62.06,0.201,2,2,0.947,40.8,1,0.4205,watch
CUST-00752,DermaCo Labs,Malaysia,display,monthly,18,3,33.08,0.134,0,0,0.384,33.3,0,0.1752,low
CUST-00753,DermaCo Labs,Singapore,display,monthly,25,3,26.3,0.144,2,1,0.621,31.2,0,0.2171,low
CUST-00754,DermaCo Labs,Thailand,paid_search,monthly,1,1,41.1,0.217,1,0,0.456,38.8,1,0.4119,watch
CUST-00755,DermaCo Labs,Malaysia,display,quarterly,14,1,54.06,0.28,2,0,0.46,56.3,0,0.362,watch
CUST-00756,Northstar Apparel,Indonesia,paid_search,monthly,16,3,85.8,0.456,2,0,0.544,25.5,1,0.4162,watch
CUST-00757,Northstar Apparel,Malaysia,affiliate,monthly,21,3,46.38,0.123,0,1,0.492,14.4,0,0.0994,low
CUST-00758,Northstar Apparel,Singapore,organic,quarterly,15,2,52.78,0.201,0,0,0.534,61.1,0,0.1457,low
CUST-00759,VitalEdge Wellness,Indonesia,paid_search,quarterly,3,1,91.13,0.099,1,4,0.186,50.7,0,0.4837,high
CUST-00760,VitalEdge Wellness,Philippines,display,quarterly,28,1,57.91,0.102,0,0,0.332,65.0,0,0.0904,low
CUST-00761,DermaCo Labs,Thailand,affiliate,quarterly,13,1,41.4,0.193,1,0,0.148,53.2,0,0.2453,low
CUST-00762,VitalEdge Wellness,Malaysia,email,monthly,11,3,44.76,0.203,0,0,0.39,39.9,0,0.1723,low
CUST-00763,Northstar Apparel,Thailand,email,monthly,26,3,49.02,0.283,0,0,0.603,34.5,0,0.1037,low
CUST-00764,Voltix Home,Indonesia,paid_search,monthly,27,2,133.49,0.129,2,1,0.766,12.7,0,0.1315,low
CUST-00765,Northstar Apparel,Thailand,email,quarterly,17,1,70.07,0.118,0,0,0.469,51.9,0,0.1136,low
CUST-00766,Voltix Home,Indonesia,email,monthly,32,2,132.54,0.088,0,0,0.574,39.3,0,0.0657,low
CUST-00767,Voltix Home,Thailand,display,quarterly,35,2,140.51,0.057,0,1,0.217,58.0,0,0.0911,low
CUST-00768,VitalEdge Wellness,Indonesia,paid_search,annual,12,3,91.12,0.045,1,1,0.266,84.6,0,0.2516,watch
CUST-00769,Northstar Apparel,Singapore,display,monthly,18,2,39.42,0.21,1,2,0.602,34.5,0,0.3051,watch
CUST-00770,DermaCo Labs,Thailand,display,monthly,23,3,44.11,0.12,0,0,0.524,19.2,0,0.1093,low
CUST-00771,DermaCo Labs,Malaysia,display,monthly,15,3,36.56,0.01,2,1,0.575,25.3,0,0.2426,low
CUST-00772,VitalEdge Wellness,Indonesia,paid_search,monthly,12,1,64.6,0.083,2,0,0.571,28.3,1,0.2392,low
CUST-00773,Northstar Apparel,Singapore,email,monthly,30,2,56.39,0.183,1,2,0.293,27.2,0,0.1972,low
CUST-00774,Northstar Apparel,Indonesia,affiliate,quarterly,9,3,19.32,0.188,2,1,0.857,41.5,1,0.1738,low
CUST-00775,VitalEdge Wellness,Indonesia,display,quarterly,29,3,73.24,0.088,1,0,0.549,52.2,0,0.0843,low
CUST-00776,DermaCo Labs,Thailand,affiliate,monthly,2,3,37.09,0.415,3,0,0.127,25.4,1,0.653,critical
CUST-00777,VitalEdge Wellness,Indonesia,email,quarterly,32,1,40.41,0.287,0,1,0.545,52.1,0,0.0686,low
CUST-00778,Northstar Apparel,Indonesia,organic,monthly,18,3,60.4,0.089,1,3,0.64,33.8,0,0.2257,low
CUST-00779,DermaCo Labs,Malaysia,email,monthly,2,3,29.88,0.258,0,0,0.234,46.4,1,0.3615,watch
CUST-00780,DermaCo Labs,Malaysia,paid_search,quarterly,4,1,46.84,0.128,0,1,0.576,26.2,0,0.1683,low
CUST-00781,Northstar Apparel,Philippines,affiliate,annual,34,1,90.75,0.242,1,1,0.501,75.2,0,0.1187,low
CUST-00782,Northstar Apparel,Singapore,paid_search,annual,30,1,53.27,0.265,1,1,0.687,77.1,0,0.1382,low
CUST-00783,Northstar Apparel,Philippines,affiliate,monthly,31,1,36.74,0.351,1,1,0.662,32.8,0,0.1359,low
CUST-00784,DermaCo Labs,Philippines,paid_search,monthly,24,2,38.2,0.258,2,0,0.629,28.3,0,0.1919,low
CUST-00785,Voltix Home,Indonesia,paid_search,monthly,24,1,149.24,0.123,1,2,0.276,28.6,1,0.2609,watch
CUST-00786,Voltix Home,Singapore,paid_search,monthly,35,1,99.87,0.085,0,0,0.498,57.0,0,0.0782,low
CUST-00787,DermaCo Labs,Thailand,affiliate,quarterly,18,1,53.89,0.382,2,0,0.464,37.7,0,0.2447,low
CUST-00788,Northstar Apparel,Malaysia,display,monthly,2,3,46.38,0.035,0,0,0.647,36.5,0,0.2219,low
CUST-00789,DermaCo Labs,Thailand,paid_search,quarterly,29,3,50.53,0.18,1,1,0.563,47.1,0,0.0991,low
CUST-00790,DermaCo Labs,Indonesia,affiliate,monthly,35,2,29.25,0.349,0,0,0.375,36.5,1,0.1082,low
CUST-00791,VitalEdge Wellness,Malaysia,paid_search,monthly,21,2,63.91,0.547,0,0,0.218,28.8,0,0.2753,watch
CUST-00792,Northstar Apparel,Philippines,affiliate,monthly,34,3,72.76,0.329,0,0,0.607,19.7,0,0.0704,low
CUST-00793,DermaCo Labs,Singapore,email,monthly,20,2,33.1,0.159,2,0,0.42,41.1,0,0.2522,watch
CUST-00794,Voltix Home,Singapore,organic,monthly,6,2,109.09,0.027,1,1,0.745,25.6,0,0.1875,low
CUST-00795,Northstar Apparel,Malaysia,affiliate,monthly,28,3,53.29,0.224,1,1,0.469,27.5,0,0.1421,low
CUST-00796,DermaCo Labs,Malaysia,email,quarterly,17,1,43.26,0.096,0,0,0.451,53.7,0,0.1052,low
CUST-00797,Northstar Apparel,Indonesia,organic,monthly,15,2,45.33,0.277,1,1,0.488,17.7,0,0.2642,watch
CUST-00798,DermaCo Labs,Singapore,display,quarterly,1,3,37.22,0.328,2,0,0.78,56.8,0,0.4139,watch
CUST-00799,DermaCo Labs,Indonesia,affiliate,monthly,2,1,37.44,0.307,1,0,0.226,20.7,1,0.4451,watch
CUST-00800,DermaCo Labs,Thailand,display,monthly,35,1,47.93,0.192,0,0,0.296,29.3,0,0.1197,low
CUST-00801,Voltix Home,Malaysia,paid_search,monthly,32,2,135.29,0.213,2,0,0.669,40.1,0,0.1446,low
CUST-00802,DermaCo Labs,Indonesia,affiliate,quarterly,8,1,40.73,0.346,1,2,0.795,44.2,0,0.2638,watch
CUST-00803,Northstar Apparel,Malaysia,paid_search,annual,26,3,73.29,0.036,0,0,0.701,83.3,0,0.0636,low
CUST-00804,VitalEdge Wellness,Malaysia,organic,monthly,34,1,60.22,0.069,2,0,0.719,39.9,0,0.0798,low
CUST-00805,Northstar Apparel,Philippines,display,quarterly,25,3,66.16,0.165,1,1,0.659,53.1,0,0.1319,low
CUST-00806,Northstar Apparel,Indonesia,display,monthly,2,1,50.91,0.322,0,2,0.306,27.5,0,0.5525,high
CUST-00807,Northstar Apparel,Thailand,display,monthly,33,2,63.72,0.089,0,0,0.315,48.6,0,0.1249,low
CUST-00808,Northstar Apparel,Indonesia,display,monthly,11,2,46.62,0.227,0,2,0.876,24.4,0,0.2304,low
CUST-00809,Northstar Apparel,Thailand,organic,quarterly,6,3,47.12,0.024,0,0,0.416,34.2,0,0.1165,low
CUST-00810,VitalEdge Wellness,Philippines,email,monthly,13,3,50.28,0.103,3,0,0.477,37.7,0,0.262,watch
CUST-00811,DermaCo Labs,Thailand,email,quarterly,24,2,26.58,0.088,0,0,0.42,34.5,0,0.0582,low
CUST-00812,VitalEdge Wellness,Singapore,affiliate,monthly,27,1,53.53,0.339,0,1,0.566,23.4,0,0.1128,low
CUST-00813,DermaCo Labs,Singapore,display,monthly,6,3,36.48,0.145,0,0,0.584,38.7,0,0.2569,watch
CUST-00814,Northstar Apparel,Indonesia,paid_search,quarterly,6,3,90.16,0.227,1,2,0.542,50.8,0,0.3605,watch
CUST-00815,DermaCo Labs,Thailand,affiliate,annual,20,3,51.7,0.268,0,0,0.678,86.4,0,0.1073,low
CUST-00816,Northstar Apparel,Malaysia,affiliate,monthly,33,1,49.98,0.541,0,1,0.4,28.2,0,0.1817,low
CUST-00817,Northstar Apparel,Thailand,organic,annual,32,1,73.06,0.298,1,1,0.535,86.2,1,0.1581,low
CUST-00818,Voltix Home,Indonesia,email,monthly,15,2,128.94,0.09,1,0,0.67,35.0,0,0.1542,low
CUST-00819,DermaCo Labs,Indonesia,affiliate,monthly,10,1,40.24,0.151,0,1,0.223,29.1,0,0.2733,watch
CUST-00820,Voltix Home,Malaysia,organic,annual,1,3,98.47,0.417,1,0,0.367,80.1,0,0.4068,watch
CUST-00821,DermaCo Labs,Indonesia,affiliate,monthly,23,3,42.9,0.093,0,0,0.675,25.4,0,0.0712,low
CUST-00822,VitalEdge Wellness,Thailand,display,monthly,2,3,56.34,0.063,0,0,0.558,44.3,0,0.225,low
CUST-00823,Northstar Apparel,Philippines,display,monthly,29,3,65.63,0.126,1,2,0.481,33.5,1,0.1889,low
CUST-00824,Voltix Home,Malaysia,paid_search,monthly,34,1,118.72,0.205,2,1,0.687,43.2,0,0.1526,low
CUST-00825,DermaCo Labs,Indonesia,paid_search,monthly,15,3,52.48,0.044,2,0,0.537,29.7,1,0.228,low
CUST-00826,Northstar Apparel,Indonesia,display,monthly,16,1,44.73,0.151,0,2,0.468,20.8,0,0.2516,watch
CUST-00827,VitalEdge Wellness,Thailand,email,monthly,9,1,59.56,0.278,1,1,0.818,23.6,0,0.2066,low
CUST-00828,VitalEdge Wellness,Thailand,display,monthly,1,1,63.35,0.026,1,0,0.501,39.8,1,0.3163,watch
